Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Country,City,State,Postal Code,Region,New Product ID,Sales
US-2016-118983,22/11/2016,26/11/2016,Standard Class,HP-14815,United States,Fort Worth,Texas,76106,Central,OFF-AP-10002311-Holmes Repla,68.81
US-2016-118983,22/11/2016,26/11/2016,Standard Class,HP-14815,United States,Fort Worth,Texas,76106,Central,OFF-BI-10000756-Storex DuraT,2.544
CA-2015-105893,11/11/2015,18/11/2015,Standard Class,PK-19075,United States,Madison,Wisconsin,53711,Central,OFF-ST-10004186-Stur-D-Stor ,665.88
CA-2015-167164,13/05/2015,15/05/2015,Second Class,AG-10270,United States,West Jordan,Utah,84084,West,OFF-ST-10000107-Fellowes Sup,55.5
CA-2015-143336,27/08/2015,1/09/2015,Second Class,ZD-21925,United States,San Francisco,California,94109,West,OFF-AR-10003056-Newell 341,8.56
CA-2015-143336,27/08/2015,1/09/2015,Second Class,ZD-21925,United States,San Francisco,California,94109,West,TEC-PH-10001949-Cisco SPA 50,213.48
CA-2015-143336,27/08/2015,1/09/2015,Second Class,ZD-21925,United States,San Francisco,California,94109,West,OFF-BI-10002215-Wilson Jones,22.72
CA-2017-137330,9/12/2017,13/12/2017,Standard Class,KB-16585,United States,Fremont,Nebraska,68025,Central,OFF-AR-10000246-Newell 318,19.46
CA-2017-137330,9/12/2017,13/12/2017,Standard Class,KB-16585,United States,Fremont,Nebraska,68025,Central,OFF-AP-10001492-Acco Six-Out,60.34
US-2018-156909,16/07/2018,18/07/2018,Second Class,SF-20065,United States,Philadelphia,Pennsylvania,19140,East,FUR-CH-10002774-Global Delux,71.372
CA-2016-106320,25/09/2016,30/09/2016,Standard Class,EB-13870,United States,Orem,Utah,84057,West,FUR-TA-10000577-Bretford CR4,1044.63
CA-2017-121755,16/01/2017,20/01/2017,Second Class,EH-13945,United States,Los Angeles,California,90049,West,OFF-BI-10001634-Wilson Jones,11.648
CA-2017-121755,16/01/2017,20/01/2017,Second Class,EH-13945,United States,Los Angeles,California,90049,West,TEC-AC-10003027-Imation 8GB,90.57
US-2016-150630,17/09/2016,21/09/2016,Standard Class,TB-21520,United States,Philadelphia,Pennsylvania,19140,East,FUR-BO-10004834-Riverside Pa,3083.43
US-2016-150630,17/09/2016,21/09/2016,Standard Class,TB-21520,United States,Philadelphia,Pennsylvania,19140,East,OFF-BI-10000474-Avery Recycl,9.618
US-2016-150630,17/09/2016,21/09/2016,Standard Class,TB-21520,United States,Philadelphia,Pennsylvania,19140,East,FUR-FU-10004848-Howard Mille,124.2
US-2016-150630,17/09/2016,21/09/2016,Standard Class,TB-21520,United States,Philadelphia,Pennsylvania,19140,East,OFF-EN-10001509-Poly String ,3.264
US-2016-150630,17/09/2016,21/09/2016,Standard Class,TB-21520,United States,Philadelphia,Pennsylvania,19140,East,OFF-AR-10004042-BOSTON Model,86.304
US-2016-150630,17/09/2016,21/09/2016,Standard Class,TB-21520,United States,Philadelphia,Pennsylvania,19140,East,OFF-BI-10001525-Acco Pressbo,6.858
US-2016-150630,17/09/2016,21/09/2016,Standard Class,TB-21520,United States,Philadelphia,Pennsylvania,19140,East,OFF-AR-10001683-Lumber Crayo,15.76
CA-2018-107727,19/10/2018,23/10/2018,Second Class,MA-17560,United States,Houston,Texas,77095,Central,OFF-PA-10000249-Easy-staple ,29.472
CA-2017-117590,8/12/2017,10/12/2017,First Class,GH-14485,United States,Richardson,Texas,75080,Central,TEC-PH-10004977-GE 30524EE4,1097.544
CA-2017-117590,8/12/2017,10/12/2017,First Class,GH-14485,United States,Richardson,Texas,75080,Central,FUR-FU-10003664-Electrix Arc,190.92
CA-2016-117415,27/12/2016,31/12/2016,Standard Class,SN-20710,United States,Houston,Texas,77041,Central,"OFF-EN-10002986-#10-4 1/8"" x",113.328
CA-2016-117415,27/12/2016,31/12/2016,Standard Class,SN-20710,United States,Houston,Texas,77041,Central,FUR-BO-10002545-Atlantic Met,532.3992
CA-2016-117415,27/12/2016,31/12/2016,Standard Class,SN-20710,United States,Houston,Texas,77041,Central,FUR-CH-10004218-Global Fabri,212.058
CA-2016-117415,27/12/2016,31/12/2016,Standard Class,SN-20710,United States,Houston,Texas,77041,Central,TEC-PH-10000486-Plantronics ,371.168
CA-2018-120999,10/09/2018,15/09/2018,Standard Class,LC-16930,United States,Naperville,Illinois,60540,Central,TEC-PH-10004093-Panasonic Kx,147.168
CA-2017-101343,17/07/2017,22/07/2017,Standard Class,RA-19885,United States,Los Angeles,California,90049,West,OFF-ST-10003479-Eldon Base f,77.88
CA-2018-139619,19/09/2018,23/09/2018,Standard Class,ES-14080,United States,Melbourne,Florida,32935,South,OFF-ST-10003282-Advantus 10-,95.616
CA-2017-118255,11/03/2017,13/03/2017,First Class,ON-18715,United States,Eagan,Minnesota,55122,Central,TEC-AC-10000171-Verbatim 25 ,45.98
CA-2017-118255,11/03/2017,13/03/2017,First Class,ON-18715,United States,Eagan,Minnesota,55122,Central,OFF-BI-10003291-Wilson Jones,17.46
CA-2015-146703,20/10/2015,25/10/2015,Second Class,PO-18865,United States,Westland,Michigan,48185,Central,OFF-ST-10001713-Gould Plasti,211.96
CA-2017-169194,20/06/2017,25/06/2017,Standard Class,LH-16900,United States,Dover,Delaware,19901,East,TEC-AC-10002167-Imation 8gb,45
CA-2017-169194,20/06/2017,25/06/2017,Standard Class,LH-16900,United States,Dover,Delaware,19901,East,TEC-PH-10003988-LF Elite 3D ,21.8
CA-2016-115742,18/04/2016,22/04/2016,Standard Class,DP-13000,United States,New Albany,Indiana,47150,Central,OFF-BI-10004410-C-Line Peel ,38.22
CA-2016-115742,18/04/2016,22/04/2016,Standard Class,DP-13000,United States,New Albany,Indiana,47150,Central,OFF-LA-10002762-Avery 485,75.18
CA-2016-115742,18/04/2016,22/04/2016,Standard Class,DP-13000,United States,New Albany,Indiana,47150,Central,FUR-FU-10001706-Longer-Life ,6.16
CA-2016-115742,18/04/2016,22/04/2016,Standard Class,DP-13000,United States,New Albany,Indiana,47150,Central,FUR-CH-10003061-Global Leath,89.99
CA-2017-105816,11/12/2017,17/12/2017,Standard Class,JM-15265,United States,New York City,New York,10024,East,OFF-FA-10000304-Advantus Pus,15.26
CA-2017-105816,11/12/2017,17/12/2017,Standard Class,JM-15265,United States,New York City,New York,10024,East,TEC-PH-10002447-AT&T CL83451,1029.95
CA-2017-111682,17/06/2017,18/06/2017,First Class,TB-21055,United States,Troy,New York,12180,East,OFF-ST-10000604-Home/Office ,208.56
CA-2017-111682,17/06/2017,18/06/2017,First Class,TB-21055,United States,Troy,New York,12180,East,OFF-PA-10001569-Xerox 232,32.4
CA-2017-111682,17/06/2017,18/06/2017,First Class,TB-21055,United States,Troy,New York,12180,East,FUR-CH-10003968-Novimex Turb,319.41
CA-2017-111682,17/06/2017,18/06/2017,First Class,TB-21055,United States,Troy,New York,12180,East,OFF-PA-10000587-Array Parchm,14.56
CA-2017-111682,17/06/2017,18/06/2017,First Class,TB-21055,United States,Troy,New York,12180,East,TEC-AC-10002167-Imation 8gb,30
CA-2017-111682,17/06/2017,18/06/2017,First Class,TB-21055,United States,Troy,New York,12180,East,OFF-BI-10001460-Plastic Bind,48.48
CA-2017-111682,17/06/2017,18/06/2017,First Class,TB-21055,United States,Troy,New York,12180,East,OFF-AR-10001868-Prang Dustle,1.68
CA-2016-135545,24/11/2016,30/11/2016,Standard Class,KM-16720,United States,Los Angeles,California,90004,West,TEC-AC-10004633-Verbatim 25 ,13.98
CA-2016-135545,24/11/2016,30/11/2016,Standard Class,KM-16720,United States,Los Angeles,California,90004,West,OFF-BI-10001078-Acco PRESSTE,25.824
CA-2016-135545,24/11/2016,30/11/2016,Standard Class,KM-16720,United States,Los Angeles,California,90004,West,OFF-PA-10003892-Xerox 1943,146.73
CA-2016-135545,24/11/2016,30/11/2016,Standard Class,KM-16720,United States,Los Angeles,California,90004,West,FUR-FU-10000397-Luxo Economy,79.76
US-2016-164175,30/04/2016,5/05/2016,Standard Class,PS-18970,United States,Chicago,Illinois,60610,Central,FUR-CH-10001146-Global Value,213.115
CA-2015-106376,5/12/2015,10/12/2015,Standard Class,BS-11590,United States,Gilbert,Arizona,85234,West,OFF-AR-10002671-Hunt BOSTON ,1113.024
CA-2015-106376,5/12/2015,10/12/2015,Standard Class,BS-11590,United States,Gilbert,Arizona,85234,West,TEC-PH-10002726-netTALK DUO ,167.968
CA-2017-119823,4/06/2017,6/06/2017,First Class,KD-16270,United States,Springfield,Virginia,22153,South,OFF-PA-10000482-Snap-A-Way B,75.88
CA-2017-106075,18/09/2017,23/09/2017,Standard Class,HM-14980,United States,New York City,New York,10009,East,OFF-BI-10004654-Avery Bindin,4.616
CA-2018-114440,14/09/2018,17/09/2018,Second Class,TB-21520,United States,Jackson,Michigan,49201,Central,OFF-PA-10004675-Telephone Me,19.05
US-2016-134026,26/04/2016,2/05/2016,Standard Class,JE-15745,United States,Memphis,Tennessee,38109,South,FUR-CH-10000513-High-Back Le,831.936
US-2016-134026,26/04/2016,2/05/2016,Standard Class,JE-15745,United States,Memphis,Tennessee,38109,South,FUR-FU-10003708-Tenex Tradit,97.04
US-2016-134026,26/04/2016,2/05/2016,Standard Class,JE-15745,United States,Memphis,Tennessee,38109,South,OFF-ST-10004123-Safco Indust,72.784
US-2018-118038,9/12/2018,11/12/2018,First Class,KB-16600,United States,Houston,Texas,77041,Central,OFF-BI-10004182-Economy Bind,1.248
US-2018-118038,9/12/2018,11/12/2018,First Class,KB-16600,United States,Houston,Texas,77041,Central,"FUR-FU-10000260-6"" Cubicle W",9.708
US-2018-118038,9/12/2018,11/12/2018,First Class,KB-16600,United States,Houston,Texas,77041,Central,OFF-ST-10000615-SimpliFile P,27.24
US-2015-147606,26/11/2015,1/12/2015,Second Class,JE-15745,United States,Houston,Texas,77070,Central,FUR-FU-10003194-Eldon Expres,19.3
CA-2017-127208,12/06/2017,15/06/2017,First Class,SC-20770,United States,Decatur,Alabama,35601,South,OFF-AP-10002118-1.7 Cubic Fo,208.16
CA-2017-127208,12/06/2017,15/06/2017,First Class,SC-20770,United States,Decatur,Alabama,35601,South,OFF-BI-10002309-Avery Heavy-,16.74
CA-2015-139451,12/10/2015,16/10/2015,Standard Class,DN-13690,United States,San Francisco,California,94122,West,OFF-AR-10002053-Premium Writ,14.9
CA-2015-139451,12/10/2015,16/10/2015,Standard Class,DN-13690,United States,San Francisco,California,94122,West,OFF-ST-10002370-Sortfiler Mu,21.39
CA-2016-149734,3/09/2016,8/09/2016,Standard Class,JC-16105,United States,Durham,North Carolina,27707,South,OFF-EN-10000927-Jet-Pak Recy,200.984
US-2018-119662,13/11/2018,16/11/2018,First Class,CS-12400,United States,Chicago,Illinois,60623,Central,OFF-ST-10003656-Safco Indust,230.376
CA-2018-140088,28/05/2018,30/05/2018,Second Class,PO-18865,United States,Columbia,South Carolina,29203,South,FUR-CH-10000863-Novimex Swiv,301.96
CA-2018-155558,26/10/2018,2/11/2018,Standard Class,PG-18895,United States,Rochester,Minnesota,55901,Central,TEC-AC-10001998-Logitech LS,19.99
CA-2018-155558,26/10/2018,2/11/2018,Standard Class,PG-18895,United States,Rochester,Minnesota,55901,Central,OFF-LA-10000134-Avery 511,6.16
CA-2017-159695,5/04/2017,10/04/2017,Second Class,GM-14455,United States,Houston,Texas,77095,Central,OFF-ST-10003442-Eldon Portab,158.368
CA-2017-109806,17/09/2017,22/09/2017,Standard Class,JS-15685,United States,Los Angeles,California,90036,West,OFF-AR-10004930-Turquoise Le,20.1
CA-2017-109806,17/09/2017,22/09/2017,Standard Class,JS-15685,United States,Los Angeles,California,90036,West,TEC-PH-10004093-Panasonic Kx,73.584
CA-2017-109806,17/09/2017,22/09/2017,Standard Class,JS-15685,United States,Los Angeles,California,90036,West,OFF-PA-10000304-Xerox 1995,6.48
CA-2016-149587,31/01/2016,5/02/2016,Second Class,KB-16315,United States,Minneapolis,Minnesota,55407,Central,OFF-PA-10003177-Xerox 1999,12.96
CA-2016-149587,31/01/2016,5/02/2016,Second Class,KB-16315,United States,Minneapolis,Minnesota,55407,Central,FUR-FU-10003799-Seth Thomas ,53.34
CA-2016-149587,31/01/2016,5/02/2016,Second Class,KB-16315,United States,Minneapolis,Minnesota,55407,Central,OFF-BI-10002852-Ibico Standa,32.96
US-2018-109484,6/11/2018,12/11/2018,Standard Class,RB-19705,United States,Portland,Oregon,97206,West,OFF-BI-10004738-Flexible Lea,5.682
CA-2018-161018,9/11/2018,11/11/2018,Second Class,PN-18775,United States,New York City,New York,10009,East,FUR-FU-10000629-9-3/4 Diamet,96.53
CA-2018-157833,17/06/2018,20/06/2018,First Class,KD-16345,United States,San Francisco,California,94122,West,OFF-BI-10001721-Trimflex Fle,51.312
CA-2017-149223,6/09/2017,11/09/2017,Standard Class,ER-13855,United States,Saint Paul,Minnesota,55106,Central,OFF-AP-10000358-Fellowes Bas,77.88
CA-2017-158568,29/08/2017,2/09/2017,Standard Class,RB-19465,United States,Chicago,Illinois,60610,Central,OFF-PA-10003256-Avery Person,64.624
CA-2017-158568,29/08/2017,2/09/2017,Standard Class,RB-19465,United States,Chicago,Illinois,60610,Central,TEC-AC-10001767-SanDisk Ultr,95.976
CA-2017-158568,29/08/2017,2/09/2017,Standard Class,RB-19465,United States,Chicago,Illinois,60610,Central,OFF-BI-10002609-Avery Hidden,1.788
CA-2017-129903,1/12/2017,4/12/2017,Second Class,GZ-14470,United States,Rochester,Minnesota,55901,Central,OFF-PA-10004040-Universal Pr,23.92
US-2016-156867,13/11/2016,17/11/2016,Standard Class,LC-16870,United States,Aurora,Colorado,80013,West,TEC-AC-10001552-Logitech K35,238.896
US-2016-156867,13/11/2016,17/11/2016,Standard Class,LC-16870,United States,Aurora,Colorado,80013,West,FUR-FU-10004006-Deflect-o Du,102.36
US-2016-156867,13/11/2016,17/11/2016,Standard Class,LC-16870,United States,Aurora,Colorado,80013,West,OFF-BI-10002794-Avery Trapez,36.882
CA-2018-119004,23/11/2018,28/11/2018,Standard Class,JM-15250,United States,Charlotte,North Carolina,28205,South,TEC-AC-10003499-Memorex Mini,74.112
CA-2018-119004,23/11/2018,28/11/2018,Standard Class,JM-15250,United States,Charlotte,North Carolina,28205,South,TEC-PH-10002844-Speck Produc,27.992
CA-2018-119004,23/11/2018,28/11/2018,Standard Class,JM-15250,United States,Charlotte,North Carolina,28205,South,OFF-AR-10000390-Newell Chalk,3.304
CA-2016-129476,15/10/2016,20/10/2016,Standard Class,PA-19060,United States,Orland Park,Illinois,60462,Central,TEC-AC-10000844-Logitech Ga,339.96
CA-2018-146780,25/12/2018,30/12/2018,Standard Class,CV-12805,United States,New York City,New York,10035,East,FUR-FU-10001934-Magnifier Sw,41.96
CA-2017-128867,3/11/2017,10/11/2017,Standard Class,CL-12565,United States,Urbandale,Iowa,50322,Central,OFF-AR-10000380-Hunt PowerHo,75.96
CA-2017-128867,3/11/2017,10/11/2017,Standard Class,CL-12565,United States,Urbandale,Iowa,50322,Central,OFF-BI-10003981-Avery Durabl,27.24
CA-2015-115259,25/08/2015,27/08/2015,Second Class,RC-19960,United States,Columbus,Ohio,43229,East,OFF-FA-10000621-OIC Colored ,40.096
CA-2015-115259,25/08/2015,27/08/2015,Second Class,RC-19960,United States,Columbus,Ohio,43229,East,OFF-EN-10002600-Redi-Strip #,4.72
CA-2015-115259,25/08/2015,27/08/2015,Second Class,RC-19960,United States,Columbus,Ohio,43229,East,OFF-PA-10004965-Xerox 1921,23.976
CA-2015-115259,25/08/2015,27/08/2015,Second Class,RC-19960,United States,Columbus,Ohio,43229,East,OFF-EN-10002504-Tyvek  Top-O,130.464
CA-2016-110457,2/03/2016,6/03/2016,Standard Class,DK-13090,United States,Seattle,Washington,98103,West,FUR-TA-10001768-Hon Racetrac,787.53
US-2016-136476,5/04/2016,10/04/2016,Standard Class,GG-14650,United States,Bristol,Tennessee,37620,South,OFF-BI-10003650-GBC DocuBind,157.794
CA-2017-103730,12/06/2017,15/06/2017,First Class,SC-20725,United States,Wilmington,Delaware,19805,East,FUR-FU-10002157-Artistic Ins,47.04
CA-2017-103730,12/06/2017,15/06/2017,First Class,SC-20725,United States,Wilmington,Delaware,19805,East,OFF-BI-10003910-DXL Angle-Vi,30.84
CA-2017-103730,12/06/2017,15/06/2017,First Class,SC-20725,United States,Wilmington,Delaware,19805,East,OFF-ST-10000777-Companion Le,226.56
CA-2017-103730,12/06/2017,15/06/2017,First Class,SC-20725,United States,Wilmington,Delaware,19805,East,OFF-EN-10002500-Globe Weis P,115.02
CA-2017-103730,12/06/2017,15/06/2017,First Class,SC-20725,United States,Wilmington,Delaware,19805,East,TEC-PH-10003875-KLD Oscar II,68.04
US-2015-152030,26/12/2015,28/12/2015,Second Class,AD-10180,United States,Houston,Texas,77041,Central,FUR-CH-10004063-Global Delux,600.558
US-2015-134614,20/09/2015,25/09/2015,Standard Class,PF-19165,United States,Bloomington,Illinois,61701,Central,FUR-TA-10004534-Bevis 44 x 9,617.7
US-2018-107272,5/11/2018,12/11/2018,Standard Class,TS-21610,United States,Phoenix,Arizona,85023,West,OFF-BI-10003274-Avery Durabl,2.388
US-2018-107272,5/11/2018,12/11/2018,Standard Class,TS-21610,United States,Phoenix,Arizona,85023,West,OFF-ST-10002974-Trav-L-File ,243.992
US-2017-125969,6/11/2017,10/11/2017,Second Class,LS-16975,United States,Los Angeles,California,90004,West,FUR-CH-10001146-Global Task ,81.424
US-2017-125969,6/11/2017,10/11/2017,Second Class,LS-16975,United States,Los Angeles,California,90004,West,FUR-FU-10003773-Eldon Cleatm,238.56
US-2018-164147,2/02/2018,5/02/2018,First Class,DW-13585,United States,Columbus,Ohio,43229,East,TEC-PH-10002293-Anker 36W 4-,59.97
US-2018-164147,2/02/2018,5/02/2018,First Class,DW-13585,United States,Columbus,Ohio,43229,East,OFF-PA-10002377-Xerox 1916,78.304
US-2018-164147,2/02/2018,5/02/2018,First Class,DW-13585,United States,Columbus,Ohio,43229,East,OFF-FA-10002780-Staples,21.456
CA-2017-145583,13/10/2017,19/10/2017,Standard Class,LC-16885,United States,Roseville,California,95661,West,OFF-PA-10001804-Xerox 195,20.04
CA-2017-145583,13/10/2017,19/10/2017,Standard Class,LC-16885,United States,Roseville,California,95661,West,OFF-PA-10001736-Xerox 1880,35.44
CA-2017-145583,13/10/2017,19/10/2017,Standard Class,LC-16885,United States,Roseville,California,95661,West,OFF-AR-10001149-Sanford Colo,11.52
CA-2017-145583,13/10/2017,19/10/2017,Standard Class,LC-16885,United States,Roseville,California,95661,West,OFF-FA-10002988-Ideal Clamps,4.02
CA-2017-145583,13/10/2017,19/10/2017,Standard Class,LC-16885,United States,Roseville,California,95661,West,OFF-BI-10004781-GBC Wire Bin,76.176
CA-2017-145583,13/10/2017,19/10/2017,Standard Class,LC-16885,United States,Roseville,California,95661,West,OFF-SU-10001218-Fiskars Soft,65.88
CA-2017-145583,13/10/2017,19/10/2017,Standard Class,LC-16885,United States,Roseville,California,95661,West,FUR-FU-10001706-Longer-Life ,43.12
CA-2017-110366,5/09/2017,7/09/2017,Second Class,JD-15895,United States,Philadelphia,Pennsylvania,19140,East,FUR-FU-10004848-Howard Mille,82.8
CA-2018-106180,18/09/2018,23/09/2018,Standard Class,SH-19975,United States,San Francisco,California,94122,West,OFF-AR-10000940-Newell 343,8.82
CA-2018-106180,18/09/2018,23/09/2018,Standard Class,SH-19975,United States,San Francisco,California,94122,West,OFF-EN-10004030-Convenience ,10.86
CA-2018-106180,18/09/2018,23/09/2018,Standard Class,SH-19975,United States,San Francisco,California,94122,West,OFF-PA-10004327-Xerox 1911,143.7
CA-2018-155376,22/12/2018,27/12/2018,Standard Class,SG-20080,United States,Independence,Missouri,64055,Central,OFF-AP-10001058-Sanyo 2.5 Cu,839.43
CA-2016-110744,7/09/2016,12/09/2016,Standard Class,HA-14920,United States,Pasadena,California,91104,West,OFF-ST-10003656-Safco Indust,671.93
CA-2015-110072,22/10/2015,28/10/2015,Standard Class,MG-17680,United States,Newark,Ohio,43055,East,FUR-FU-10000521-Seth Thomas ,93.888
CA-2017-114489,5/12/2017,9/12/2017,Standard Class,JE-16165,United States,Franklin,Wisconsin,53132,Central,TEC-PH-10000215-Plantronics ,384.45
CA-2017-114489,5/12/2017,9/12/2017,Standard Class,JE-16165,United States,Franklin,Wisconsin,53132,Central,TEC-PH-10001448-Anker Astro ,149.97
CA-2017-114489,5/12/2017,9/12/2017,Standard Class,JE-16165,United States,Franklin,Wisconsin,53132,Central,FUR-CH-10000454-Hon Deluxe F,1951.84
CA-2017-114489,5/12/2017,9/12/2017,Standard Class,JE-16165,United States,Franklin,Wisconsin,53132,Central,OFF-BI-10002735-GBC Prestige,171.55
CA-2017-158834,13/03/2017,16/03/2017,First Class,TW-21025,United States,Scottsdale,Arizona,85254,West,OFF-AP-10000326-Belkin 7 Out,157.92
CA-2017-158834,13/03/2017,16/03/2017,First Class,TW-21025,United States,Scottsdale,Arizona,85254,West,TEC-PH-10001254-Jabra BIZ 23,203.184
CA-2016-124919,31/05/2016,2/06/2016,First Class,SP-20650,United States,San Jose,California,95123,West,OFF-PA-10001950-Southworth 2,58.38
CA-2016-124919,31/05/2016,2/06/2016,First Class,SP-20650,United States,San Jose,California,95123,West,OFF-PA-10002254-Xerox 1883,105.52
CA-2016-124919,31/05/2016,2/06/2016,First Class,SP-20650,United States,San Jose,California,95123,West,OFF-ST-10001590-Tenex Person,80.88
CA-2016-118948,28/05/2016,3/06/2016,Standard Class,NK-18490,United States,Seattle,Washington,98105,West,OFF-AR-10001547-Newell 311,6.63
CA-2015-104269,1/03/2015,6/03/2015,Second Class,DB-13060,United States,Seattle,Washington,98115,West,FUR-CH-10004063-Global Delux,457.568
CA-2017-114104,20/11/2017,24/11/2017,Standard Class,NP-18670,United States,Edmond,Oklahoma,73034,Central,OFF-LA-10002475-Avery 519,14.62
CA-2017-114104,20/11/2017,24/11/2017,Standard Class,NP-18670,United States,Edmond,Oklahoma,73034,Central,TEC-PH-10004536-Avaya 5420 D,944.93
CA-2017-162733,11/05/2017,12/05/2017,First Class,TT-21070,United States,Los Angeles,California,90045,West,OFF-PA-10002751-Xerox 1920,5.98
CA-2016-119697,28/12/2016,31/12/2016,Second Class,EM-13960,United States,Philadelphia,Pennsylvania,19134,East,TEC-AC-10003657-Lenovo 17-Ke,54.384
CA-2017-154508,16/11/2017,20/11/2017,Standard Class,RD-19900,United States,Carlsbad,New Mexico,88220,West,OFF-EN-10001990-Staple envel,28.4
CA-2017-113817,7/11/2017,11/11/2017,Standard Class,MJ-17740,United States,Seattle,Washington,98115,West,OFF-BI-10004002-Wilson Jones,27.68
CA-2015-139892,8/09/2015,12/09/2015,Standard Class,BM-11140,United States,San Antonio,Texas,78207,Central,OFF-AR-10004441-BIC Brite Li,9.936
CA-2015-139892,8/09/2015,12/09/2015,Standard Class,BM-11140,United States,San Antonio,Texas,78207,Central,TEC-MA-10000822-Lexmark MX61,8159.952
CA-2015-139892,8/09/2015,12/09/2015,Standard Class,BM-11140,United States,San Antonio,Texas,78207,Central,OFF-ST-10000991-Space Soluti,275.928
CA-2015-139892,8/09/2015,12/09/2015,Standard Class,BM-11140,United States,San Antonio,Texas,78207,Central,FUR-CH-10004287-SAFCO Arco F,1740.06
CA-2015-139892,8/09/2015,12/09/2015,Standard Class,BM-11140,United States,San Antonio,Texas,78207,Central,OFF-AR-10002656-Sanford Liqu,32.064
CA-2015-139892,8/09/2015,12/09/2015,Standard Class,BM-11140,United States,San Antonio,Texas,78207,Central,OFF-AP-10002518-Kensington 7,177.98
CA-2015-139892,8/09/2015,12/09/2015,Standard Class,BM-11140,United States,San Antonio,Texas,78207,Central,TEC-PH-10003931-JBL Micro Wi,143.976
CA-2015-118962,5/08/2015,9/08/2015,Standard Class,CS-12130,United States,Los Angeles,California,90004,West,OFF-PA-10000659-Adams Phone ,20.94
CA-2015-118962,5/08/2015,9/08/2015,Standard Class,CS-12130,United States,Los Angeles,California,90004,West,OFF-PA-10001144-Xerox 1913,110.96
CA-2015-118962,5/08/2015,9/08/2015,Standard Class,CS-12130,United States,Los Angeles,California,90004,West,FUR-CH-10003817-Global Value,340.144
US-2015-100853,14/09/2015,19/09/2015,Standard Class,JB-15400,United States,Chicago,Illinois,60623,Central,OFF-AP-10000891-Kensington 7,52.448
US-2015-100853,14/09/2015,19/09/2015,Standard Class,JB-15400,United States,Chicago,Illinois,60623,Central,OFF-LA-10003148-Avery 51,20.16
US-2018-152366,21/04/2018,25/04/2018,Second Class,SJ-20500,United States,Houston,Texas,77036,Central,OFF-AP-10002684-Acco 7-Outle,97.264
US-2016-101511,21/11/2016,23/11/2016,Second Class,JE-15745,United States,Newark,Ohio,43055,East,FUR-CH-10004698-Padded Foldi,396.802
US-2016-101511,21/11/2016,23/11/2016,Second Class,JE-15745,United States,Newark,Ohio,43055,East,OFF-SU-10002189-Acme Rosewoo,15.88
CA-2016-137225,15/12/2016,19/12/2016,Standard Class,JK-15640,United States,New York City,New York,10009,East,OFF-AR-10001940-Sanford Colo,3.28
CA-2015-166191,5/12/2015,9/12/2015,Second Class,DK-13150,United States,Decatur,Illinois,62521,Central,OFF-ST-10003455-Tenex File B,24.816
CA-2015-166191,5/12/2015,9/12/2015,Second Class,DK-13150,United States,Decatur,Illinois,62521,Central,TEC-AC-10004659-Imation Sec,408.744
CA-2015-158274,19/11/2015,24/11/2015,Second Class,RM-19675,United States,Monroe,Louisiana,71203,South,TEC-PH-10003273-AT&T TR1909W,503.96
